YONGIN-SI,37.2405741,127.1785572
TOKYO,35.6828387,139.7594549
DAEJEON,36.3496963,127.384902
OSAKA,34.6937569,135.5014539
SEOUL,37.5666791,126.9782914
KANAGAWA,35.4342935,139.374753
SUWON-SI,37.2633325,127.0287472
YOKOHAMA,35.444991,139.636768
TOYOTA,-8.69557925,115.257926736831
KYOTO,35.0231321,135.7634074
FUKUSHIMA,37.760777,140.4745807
WAKO,35.7817053,139.6058692
SAITAMA,35.9754168,139.4160114
SHENZHEN,22.5445697,114.0545346
UTSUNOMIYA,36.5549677,139.8828776
GYEONGGI-DO,37.2700459,127.1033484
NAGOYA,35.15792,136.90448
SAN JOSE,37.3361905,-121.8905833
KAWASAKI,35.523142,139.708024
HIRAKATA,34.818215,135.659225
TAIPEI,25.0375198,121.5636796
CHIBA,35.609985,140.118126
IBARAKI,36.3420485,140.398432594098
KOBE,34.6932379,135.1943764
BEIJING,39.906217,116.3912757
KARIYA,34.974678,137.002791
ANN ARBOR,42.2681569,-83.7312291
HITACHINAKA,36.3965834,140.5346906
SUNNYVALE,37.3688301,-122.0363496
SAN DIEGO,32.7174209,-117.1627714
MORIGUCHI,34.746898,135.566663
ROCHESTER,43.157285,-77.615214
HITACHI,36.5890835,140.763958053066
HYOGO,34.914934,134.860666
TROY,39.9572342,26.2378572066844
SUSONO,35.21843,138.881738
AICHI,34.9991645,137.254574
NARA,34.2963089,135.8816819
TOYOHASHI,34.769123,137.391461
YOKOSUKA,35.24063,139.660865
VANCOUVER,49.2608724,-123.1139529
HSINCHU,24.8066333,120.9686833
SHIZUOKA,34.8566552,138.4855544
AUSTIN,30.2711286,-97.7436995
ANJO,34.947764,137.075563
STUTTGART,48.7784485,9.1800132
NEW TAIPEI,25.011997,121.4656619
MOUNTAIN VIEW,37.3893889,-122.0832101
SAN FRANCISCO,37.7647993,-122.4629897
TUCSON,32.2218917,-110.9262353
SHANGHAI,31.2253441,121.4888922
SEONGNAM-SI,37.4201556,127.1262092
KANAGAWA-KEN,35.4342935,139.374753
OKAZAKI,34.950974,137.260842
PALO ALTO,37.4455862,-122.1619289
PITTSFORD,43.090959,-77.515298
CAMBRIDGE,52.2034823,0.1235817
CANTON,23.1301964,113.2592945
SUMOTO,34.3468573,134.868214
RICHLAND,38.7060457,-88.0949352
FREMONT,37.5482697,-121.9885719
FUJISAWA,35.364842,139.465077
ROCHESTER HILLS,42.6583661,-83.1499322
MIYAGI,38.3880155,140.9761025
CUPERTINO,37.3228934,-122.0322895
TSUKUBA,36.0833877,140.0765098
CHIGASAKI,35.329479,139.405371
TAOYUAN COUNTY,28.889606,111.252621
MADISON,43.074761,-89.3837613
SAKAI,34.529124,135.50156
CHEONAN,36.8150283,127.1140654
ALBUQUERQUE,35.0841034,-106.6509851
FAIRPORT,43.0993,-77.443014
AICHI-KEN,34.9991645,137.254574
TOKUSHIMA,33.9196418,134.2509634
NISKAYUNA,42.8076585,-73.8750206265193
CHIYODA-KU,35.6938097,139.7532163
SHIGA,35.247154,136.109385
BANGALORE,12.9791198,77.5912997
PORTLAND,45.5202471,-122.6741949
KATANO,34.792144,135.678333
SETTSU,34.782761,135.553584
HWASEONG-SI,37.1994653,126.8312632
SANTA CLARA,37.3541132,-121.9551744
RALEIGH,35.7803977,-78.6390989
HONEOYE FALLS,42.9519038,-77.5914322
BUSAN,35.1799528,129.0752365
TAIPEI HSIEN,24.98961855,121.546818791528
HOUSTON,29.7589382,-95.3676974
SEATTLE,47.6038321,-122.3300624
BERKELEY,37.8708393,-122.2728639
NAPERVILLE,41.7728699,-88.1479278
EAST AMHERST,43.0183913,-78.696697
YONGIN,37.2405741,127.1785572
BLOOMFIELD HILLS,42.583645,-83.2454883
YAMAGUCHI,34.2379614,131.5873845
SAGAMIHARA,35.56559,139.236215
PITTSBURGH,40.4416941,-79.9900861
WATERLOO,43.466874,-80.524635
BROOKFIELD,43.0605671,-88.1064787
CHEONAN-SI,36.8150283,127.1140654
CHICAGO,41.8755616,-87.6244212
HENDERSON,40.8156124,-90.9104547
FUKUOKA,33.6251241,130.6180016
MUNICH,48.1371079,11.5753822
TAKASAKI,36.3220984,139.0032758
ATLANTA,33.7490987,-84.3901849
LOS ANGELES,34.0536834,-118.2427669
BALTIMORE,39.2908816,-76.610759
GUANGDONG,23.1357694,113.1982688
CARY,35.7882973,-78.7811925
HIROSHIMA,34.3916058,132.4518156
NAGANO,36.1143945,138.0319015
ATSUGI,35.4603975,139.317505504304
MENLO PARK,37.4538274,-122.1821871
VICTOR,38.4234318,-81.4262309
UBE,33.9516458,131.2468368
TAICHUNG,24.163162,120.6478282
NEYAGAWA,34.76751,135.633907
NOVI,42.48059,-83.4754913
LOS GATOS,37.226611,-121.9746797
ITAMI,34.786159,135.407994
KITAKYUSHU,33.8829996,130.8749015
PLYMOUTH,50.3712659,-4.1425658
CENTERVILLE,31.2579584,-95.978292
LOS ALTOS,37.3790629,-122.116578
BERLIN,52.5170365,13.3888599
KASUGAI,35.273804,137.007459
SINGAPORE,1.2904753,103.8520359
LAWRENCEVILLE,33.9562149,-83.9879625
CORVALLIS,44.5645659,-123.2620435
KAOHSIUNG,22.6203348,120.3120375
KNOXVILLE,35.9603948,-83.9210261
TORONTO,43.653963,-79.387207
NORTHVILLE,42.4310806,-83.4832262
SUWON,37.2633325,127.0287472
MANCHESTER,53.4791301,-2.2441009
GRENOBLE,45.1875602,5.7357819
STERLING HEIGHTS,42.5803122,-83.0302033
CLIFTON PARK,42.8656325,-73.7709535
DEARBORN,42.3222599,-83.1763145
LIVERMORE,37.6820583,-121.7680531
INCHEON,37.4734048,126.6165903
CALGARY,51.02532675,-114.049868485806
MINATO-KU,35.6432274,139.7400553
OAKLAND,37.8044557,-122.2713563
PHOENIX,33.4485866,-112.0773456
FRAMINGHAM,42.2792625,-71.416172
NAGAOKAKYO,34.924418,135.680271
SUITA,34.764884,135.51735
TAOYUAN,24.993923,121.30168
WEST BLOOMFIELD,44.2208134,-88.9717809
PLEASANTON,37.6624312,-121.8746789
FARMINGTON HILLS,42.4853125,-83.3771553
GLASTONBURY,51.14804,-2.716577
WAUKESHA,43.0116784,-88.2314813
COLUMBUS,39.9622601,-83.0007065
SOUTH WINDSOR,41.8489872,-72.5717551
BELLEVUE,47.6144219,-122.1923372
LIVONIA,42.36837,-83.3527097
MILWAUKEE,43.0349931,-87.922497
MINNEAPOLIS,44.9772995,-93.2654692
BOSTON,42.3602534,-71.0582912
IRVINE,55.6143018,-4.6655544
NEW MILFORD,41.5867418,-73.4117653831255
AUCKLAND,-36.8534665,174.7655514
BEND,44.0581728,-121.3153096
HSINCHU COUNTY,24.8267,121.0128333
SCHENECTADY,42.8142432,-73.9395687
WILLIAMSVILLE,42.9637836,-78.7377258
MIYOSHI,34.81024,132.851691
BURNABY,49.2433804,-122.9725459
TAKATSUKI,34.8812905,135.6012398
CHEONGJU-SI,36.6421169,127.4891742
REDWOOD CITY,37.4863239,-122.2325233
SENDAI,38.2677554,140.8691498
TAEJEON,35.9195594,128.5473324
ALBANY,42.6511674,-73.754968
LAFAYETTE,30.2240897,-92.0198427
SPOKANE,47.6579425,-117.4212265
HAMAMATSU,34.7109786,137.7259431
IKEDA,34.819371,135.433332
WEST HARTFORD,41.7620447,-72.7420399
DANBURY,41.394817,-73.4540111
HONG KONG,22.2793278,114.1628131
KADOMA,-18.20546265,29.6770779518282
REDMOND,47.6694141,-122.1238767
AVON,39.6329025,-106.471183807855
EINDHOVEN,51.4392648,5.478633
DENVER,39.7391428,-104.984696
PASADENA,34.1476452,-118.1444779
BOULDER,40.0149856,-105.2705456
CHUNGCHEONGNAM-DO,36.478804,126.7697247
NISHIKAMO-GUN,999.0,999.0
PARIS,48.8566101,2.3514992
PLANO,33.0136764,-96.6925096
STILLWATER,36.1156306,-97.0585717
WEBSTER,999.0,999.0
CHARLOTTE,35.2270869,-80.8431268
TAOYUAN HSIEN,28.9054056,111.4832027
ERLANGEN,49.5981187,11.003645
NORTH VANCOUVER,49.3207133,-123.0737831
TOCHIGI,36.3824655,139.7341435
BELMONT,45.87791155,5.65290826978598
MISHIMA,35.147361,138.948903
SHIOYA-GUN,36.813298,139.797505550956
INASHIKI-GUN,35.989816,140.2654674
INDIANAPOLIS,39.7683331,-86.1583502
KASAI,-5.3498001,21.424098
ACTON,51.5081402,-0.2732607
ANNAKA,36.3263653,138.8878314
CHANDLER,33.3067132,-111.8408489
NEWARK,40.735657,-74.1723667
MONTREAL,45.4972159,-73.6103642
GYUNGGI-DO,37.28816535,127.033475798644
MIDLAND,43.6155825,-84.2472117
MITO,36.3651291,140.4716374
TORRANCE,33.8358492,-118.3406288
SAN MATEO,37.496904,-122.3330573
YOKKAICHI,34.9648428,136.624845
NISSHIN,35.139303,137.053708
YPSILANTI,42.2410562,-83.613055
MILAN,45.4667971,9.1904984
NIIHAMA,33.9603497,133.2835899
SARATOGA,43.0833231,-73.8712155
SOMERVILLE,42.3875968,-71.0994968
ARLINGTON,32.701939,-97.105624826688
KOSAI,34.710542,137.531599
MENOMONEE FALLS,43.1789322,-88.1167148
NEW YORK,40.7308619,-73.9871558
IKOMA,34.6915267,135.6961681
LONDON,51.5073219,-0.1276474
PENFIELD,43.1301133,-77.4759588
ST. PAUL,44.9504037,-93.1015026
ULM,48.3973944,9.9932755
VALENCIA,39.4699014,-0.3759513
DUBLIN,53.3497645,-6.2602732
RICHMOND,37.5385087,-77.43428
SAITAMA-KEN,35.9754168,139.4160114
LUDWIGSHAFEN,49.479236,8.439117
MAINZ,50.0012314,8.2762513
MISSISSAUGA,43.590338,-79.645729
OTSU,35.0048168,135.8687055
ROUND ROCK,30.508235,-97.6788934
WOODBURY,44.92317,-92.9588282
YAMAGUCHI-KEN,34.2379614,131.5873845
GRAZ,47.0702563,15.4385716
KAMAKURA,35.329564,139.54442
GWANGJU,35.1601443,126.8513006
LITTLETON,39.613321,-105.0166498
SAKU,36.2488014,138.4767695
BLOOMFIELD,40.806767,-74.1854226
MIE,39.7837304,-100.4458825
TOKAI,48.1235534,21.4113895
BRIGHTON,50.8220399,-0.1374061
ISEHARA,35.408708,139.298560985065
SHIZUOKA-KEN,34.8566552,138.4855544
SALT LAKE CITY,40.7670126,-111.8904308
STANFORD,37.4248398,-122.1677058
WAUWATOSA,43.0494122,-88.0079271
